date,wheel,n1,n2,n3,n4,n5
18/10/2022,VENEZIA,17,9,71,76,23
18/10/2022,NAZIONALE,32,2,82,86,18
15/10/2022,BARI,23,43,41,17,18
15/10/2022,CAGLIARI,56,52,39,75,81
15/10/2022,FIRENZE,14,58,45,39,43
15/10/2022,GENOVA,7,11,53,76,34
15/10/2022,MILANO,77,10,42,18,53
15/10/2022,NAPOLI,46,26,37,39,3
15/10/2022,PALERMO,54,30,33,78,32
15/10/2022,ROMA,59,60,34,13,49
15/10/2022,TORINO,63,2,8,68,16
15/10/2022,VENEZIA,65,34,35,46,42
15/10/2022,NAZIONALE,30,13,32,38,17
13/10/2022,BARI,66,20,9,24,82
13/10/2022,CAGLIARI,60,64,22,26,84
13/10/2022,FIRENZE,10,30,75,68,48
13/10/2022,GENOVA,30,40,57,59,37
13/10/2022,MILANO,56,7,89,57,76
13/10/2022,NAPOLI,68,9,77,3,32
13/10/2022,PALERMO,60,57,32,80,24
13/10/2022,ROMA,24,77,53,62,29
13/10/2022,TORINO,4,5,35,82,66
13/10/2022,VENEZIA,13,2,28,54,76
13/10/2022,NAZIONALE,83,6,40,61,78
11/10/2022,BARI,79,26,72,37,34
11/10/2022,CAGLIARI,38,19,69,55,13
11/10/2022,FIRENZE,2,70,50,39,6
11/10/2022,GENOVA,17,45,11,55,5
11/10/2022,MILANO,12,90,63,84,1
11/10/2022,NAPOLI,86,14,45,37,66
11/10/2022,PALERMO,87,88,81,76,3
11/10/2022,ROMA,8,10,87,82,58
11/10/2022,TORINO,40,27,43,5,4
11/10/2022,VENEZIA,77,90,72,48,22
11/10/2022,NAZIONALE,3,9,10,39,27
30/12/2023,BARI,88,85,15,86,4
30/12/2023,CAGLIARI,70,74,43,2,47
30/12/2023,FIRENZE,82,18,20,90,4
30/12/2023,GENOVA,19,90,21,71,13
30/12/2023,MILANO,69,85,39,41,11
30/12/2023,NAPOLI,7,68,53,81,46
30/12/2023,PALERMO,41,48,7,4,86
30/12/2023,ROMA,83,4,65,77,21
30/12/2023,TORINO,14,87,49,19,69
30/12/2023,VENEZIA,64,32,31,18,38
30/12/2023,NAZIONALE,2,40,17,47,46
29/12/2023,BARI,5,65,64,85,57
29/12/2023,CAGLIARI,62,52,7,68,28
29/12/2023,FIRENZE,90,67,8,28,41
29/12/2023,GENOVA,43,70,73,90,69
29/12/2023,MILANO,48,6,35,20,62
29/12/2023,NAPOLI,3,57,88,18,32
29/12/2023,PALERMO,72,15,61,29,63
29/12/2023,ROMA,45,13,18,28,32
29/12/2023,TORINO,18,62,47,37,73
29/12/2023,VENEZIA,76,27,26,39,25
29/12/2023,NAZIONALE,22,70,64,59,81
28/12/2023,BARI,20,56,18,54,64
28/12/2023,CAGLIARI,13,71,43,70,78
28/12/2023,FIRENZE,58,13,29,32,20
28/12/2023,GENOVA,82,72,3,80,25
28/12/2023,MILANO,78,42,72,53,88
28/12/2023,NAPOLI,63,30,52,27,34
28/12/2023,PALERMO,42,35,50,15,14
28/12/2023,ROMA,90,77,78,2,73
28/12/2023,TORINO,59,9,85,56,17
28/12/2023,VENEZIA,31,36,65,27,25
28/12/2023,NAZIONALE,32,82,24,16,68
27/12/2023,BARI,26,73,63,20,29
27/12/2023,CAGLIARI,90,83,87,17,4
27/12/2023,FIRENZE,85,44,69,63,21
27/12/2023,GENOVA,70,69,65,74,1
27/12/2023,MILANO,82,27,3,29,61
27/12/2023,NAPOLI,60,34,73,2,45
27/12/2023,PALERMO,4,12,62,48,86
27/12/2023,ROMA,12,48,40,57,21
27/12/2023,TORINO,53,46,65,14,62
27/12/2023,VENEZIA,69,67,5,31,35
27/12/2023,NAZIONALE,13,72,67,63,40
23/12/2023,BARI,8,73,42,50,4
23/12/2023,CAGLIARI,42,71,88,85,90
23/12/2023,FIRENZE,88,15,73,3,90
23/12/2023,GENOVA,36,39,6,44,32
23/12/2023,MILANO,27,7,3,70,59
23/12/2023,NAPOLI,10,46,77,58,25
23/12/2023,PALERMO,38,83,31,24,36
23/12/2023,ROMA,50,33,74,28,20
23/12/2023,TORINO,30,2,14,20,66
23/12/2023,VENEZIA,49,35,24,46,39
23/12/2023,NAZIONALE,47,51,86,79,32
22/12/2023,BARI,13,81,12,79,80
22/12/2023,CAGLIARI,11,59,71,43,86
22/12/2023,FIRENZE,67,87,39,81,52
22/12/2023,GENOVA,79,85,30,81,74
22/12/2023,MILANO,86,36,59,20,27
22/12/2023,NAPOLI,70,26,72,55,88
22/12/2023,PALERMO,29,37,4,70,69
22/12/2023,ROMA,72,86,1,74,13
22/12/2023,TORINO,84,35,47,76,31
22/12/2023,VENEZIA,78,80,41,49,56
22/12/2023,NAZIONALE,68,9,62,4,27
21/12/2023,BARI,16,5,70,37,44
21/12/2023,CAGLIARI,32,75,9,81,5
21/12/2023,FIRENZE,12,79,71,68,17
21/12/2023,GENOVA,13,77,14,88,25
21/12/2023,MILANO,60,76,81,78,38
21/12/2023,NAPOLI,69,8,83,82,89
21/12/2023,PALERMO,6,3,68,65,5
21/12/2023,ROMA,1,14,23,27,16
21/12/2023,TORINO,36,40,65,68,3
21/12/2023,VENEZIA,44,71,38,35,86
21/12/2023,NAZIONALE,78,60,2,34,30
19/12/2023,BARI,7,44,24,66,68
19/12/2023,CAGLIARI,61,88,87,36,8
19/12/2023,FIRENZE,20,32,38,4,16
19/12/2023,GENOVA,37,31,40,53,32
19/12/2023,MILANO,54,15,47,11,41
19/12/2023,NAPOLI,48,90,30,43,14
19/12/2023,PALERMO,64,39,56,60,62
19/12/2023,ROMA,30,11,15,58,6
19/12/2023,TORINO,62,19,15,55,25
19/12/2023,VENEZIA,18,75,12,43,71
19/12/2023,NAZIONALE,26,10,16,25,52
16/12/2023,BARI,84,48,56,65,80
16/12/2023,CAGLIARI,57,24,74,78,67
16/12/2023,FIRENZE,21,51,73,86,15
16/12/2023,GENOVA,70,56,7,87,36
16/12/2023,MILANO,39,73,76,8,79
16/12/2023,NAPOLI,32,63,57,12,19
16/12/2023,PALERMO,82,12,72,41,83
16/12/2023,ROMA,39,74,18,80,69
16/12/2023,TORINO,70,30,44,56,2
16/12/2023,VENEZIA,29,57,37,38,89
16/12/2023,NAZIONALE,89,50,90,76,61
15/12/2023,BARI,81,26,82,36,57
15/12/2023,CAGLIARI,25,17,56,73,33
15/12/2023,FIRENZE,20,5,19,24,46
15/12/2023,GENOVA,81,57,90,13,23
15/12/2023,MILANO,14,3,61,64,70
15/12/2023,NAPOLI,90,18,21,52,5
15/12/2023,PALERMO,61,70,56,64,76
15/12/2023,ROMA,10,19,32,78,56
15/12/2023,TORINO,50,48,8,82,16
15/12/2023,VENEZIA,1,78,37,16,56
15/12/2023,NAZIONALE,27,38,12,90,11
14/12/2023,BARI,71,68,37,36,19
14/12/2023,CAGLIARI,18,9,66,84,53
14/12/2023,FIRENZE,80,22,28,10,5
14/12/2023,GENOVA,74,70,11,67,28
14/12/2023,MILANO,86,77,35,14,40
14/12/2023,NAPOLI,56,10,75,88,37
14/12/2023,PALERMO,90,21,76,59,82
14/12/2023,ROMA,29,3,6,34,86
14/12/2023,TORINO,10,70,90,6,80
14/12/2023,VENEZIA,74,61,31,19,20
14/12/2023,NAZIONALE,36,53,73,75,22
12/12/2023,BARI,46,85,8,33,51
12/12/2023,CAGLIARI,43,61,11,4,86
12/12/2023,FIRENZE,88,24,47,22,6
12/12/2023,GENOVA,5,76,75,42,3
12/12/2023,MILANO,78,88,62,42,86
12/12/2023,NAPOLI,23,87,86,8,45
12/12/2023,PALERMO,13,56,77,55,39
12/12/2023,ROMA,14,49,88,68,34
12/12/2023,TORINO,59,47,10,15,75
12/12/2023,VENEZIA,3,11,36,85,45
12/12/2023,NAZIONALE,21,50,53,90,65
11/12/2023,BARI,30,29,13,89,56
11/12/2023,CAGLIARI,66,5,17,83,38
11/12/2023,FIRENZE,61,40,81,2,60
11/12/2023,GENOVA,70,15,66,89,78
11/12/2023,MILANO,86,74,18,84,80
11/12/2023,NAPOLI,20,58,62,41,51
11/12/2023,PALERMO,13,44,22,87,60
11/12/2023,ROMA,13,28,16,22,48
11/12/2023,TORINO,12,11,38,80,43
11/12/2023,VENEZIA,10,78,63,27,45
11/12/2023,NAZIONALE,64,61,75,45,55
30/11/2023,BARI,24,56,80,17,46
30/11/2023,CAGLIARI,89,33,9,43,21
30/11/2023,FIRENZE,24,49,42,20,3
30/11/2023,GENOVA,19,9,17,84,71
30/11/2023,MILANO,41,78,22,3,37
30/11/2023,NAPOLI,83,71,68,57,62
30/11/2023,PALERMO,14,75,13,68,76
30/11/2023,ROMA,53,25,32,20,16
30/11/2023,TORINO,36,25,46,27,6
30/11/2023,VENEZIA,49,59,65,63,24
30/11/2023,NAZIONALE,88,64,85,3,12
28/11/2023,BARI,69,22,65,43,85
28/11/2023,CAGLIARI,9,68,28,45,83
28/11/2023,FIRENZE,30,25,65,40,35
28/11/2023,GENOVA,4,34,38,47,81
28/11/2023,MILANO,12,33,65,64,86
28/11/2023,NAPOLI,39,86,1,18,57
28/11/2023,PALERMO,48,51,70,42,56
28/11/2023,ROMA,1,30,47,12,65
28/11/2023,TORINO,73,80,69,68,1
28/11/2023,VENEZIA,81,47,85,64,88
28/11/2023,NAZIONALE,41,58,36,10,84
25/11/2023,BARI,6,29,79,90,74
25/11/2023,CAGLIARI,58,82,76,49,30
25/11/2023,FIRENZE,65,18,71,11,30
25/11/2023,GENOVA,78,63,62,35,29
25/11/2023,MILANO,47,49,50,29,38
25/11/2023,NAPOLI,20,67,89,81,21
25/11/2023,PALERMO,14,71,88,5,83
25/11/2023,ROMA,66,79,83,53,74
25/11/2023,TORINO,24,72,26,58,90
25/11/2023,VENEZIA,9,76,51,53,52
25/11/2023,NAZIONALE,50,42,32,33,87
24/11/2023,BARI,11,5,42,26,32
24/11/2023,CAGLIARI,75,74,2,28,48
24/11/2023,FIRENZE,81,7,34,79,80
24/11/2023,GENOVA,30,82,33,3,62
24/11/2023,MILANO,83,23,56,86,63
24/11/2023,NAPOLI,71,50,48,43,88
24/11/2023,PALERMO,58,22,2,3,86
24/11/2023,ROMA,23,42,40,83,14
24/11/2023,TORINO,19,67,17,27,35
24/11/2023,VENEZIA,42,58,88,11,47
24/11/2023,NAZIONALE,31,51,50,72,84
23/11/2023,BARI,20,86,9,64,90
23/11/2023,CAGLIARI,42,73,24,38,76
23/11/2023,FIRENZE,21,20,86,68,13
23/11/2023,GENOVA,12,53,55,25,37
23/11/2023,MILANO,61,20,68,65,64
23/11/2023,NAPOLI,69,20,79,75,9
23/11/2023,PALERMO,38,42,43,66,77
23/11/2023,ROMA,36,12,51,33,14
23/11/2023,TORINO,39,21,4,71,44
23/11/2023,VENEZIA,7,30,22,12,88
23/11/2023,NAZIONALE,7,33,6,46,54
21/11/2023,BARI,16,80,49,58,64
21/11/2023,CAGLIARI,61,75,70,74,83
21/11/2023,FIRENZE,71,45,85,61,68
21/11/2023,GENOVA,81,8,90,88,45
21/11/2023,MILANO,20,11,39,27,86
21/11/2023,NAPOLI,30,38,69,4,65
21/11/2023,PALERMO,71,24,59,64,88
21/11/2023,ROMA,25,27,48,45,68
21/11/2023,TORINO,69,34,29,86,40
21/11/2023,VENEZIA,61,77,52,68,73
21/11/2023,NAZIONALE,71,76,24,18,78
18/11/2023,BARI,66,17,47,32,54
18/11/2023,CAGLIARI,2,4,78,89,53
18/11/2023,FIRENZE,18,15,51,78,14
18/11/2023,GENOVA,45,35,65,44,83
18/11/2023,MILANO,77,82,64,49,68
18/11/2023,NAPOLI,1,46,84,27,41
18/11/2023,PALERMO,6,28,54,49,57
18/11/2023,ROMA,31,60,86,24,55
18/11/2023,TORINO,6,76,59,85,54
18/11/2023,VENEZIA,14,60,43,33,89
18/11/2023,NAZIONALE,65,2,15,59,1
17/11/2023,BARI,20,1,6,68,32
17/11/2023,CAGLIARI,86,44,56,70,51
17/11/2023,FIRENZE,3,69,73,12,30
17/11/2023,GENOVA,18,77,69,4,22
17/11/2023,MILANO,35,10,44,67,34
17/11/2023,NAPOLI,34,7,54,82,14
17/11/2023,PALERMO,11,56,63,79,31
17/11/2023,ROMA,6,20,46,42,25
17/11/2023,TORINO,58,49,10,44,36
17/11/2023,VENEZIA,72,33,31,82,3
17/11/2023,NAZIONALE,27,83,30,53,65
16/11/2023,BARI,10,22,4,29,75
16/11/2023,CAGLIARI,22,80,51,65,50
16/11/2023,FIRENZE,24,27,34,4,10
16/11/2023,GENOVA,10,11,2,77,54
16/11/2023,MILANO,77,85,70,12,22
16/11/2023,NAPOLI,7,79,77,15,69
16/11/2023,PALERMO,74,90,70,48,32
16/11/2023,ROMA,37,84,8,85,81
16/11/2023,TORINO,17,19,66,61,43
16/11/2023,VENEZIA,5,58,72,8,33
16/11/2023,NAZIONALE,14,87,16,8,73
14/11/2023,BARI,19,81,80,87,34
14/11/2023,CAGLIARI,12,6,25,28,46
14/11/2023,FIRENZE,33,63,17,2,32
14/11/2023,GENOVA,30,63,3,21,56
14/11/2023,MILANO,26,20,86,70,56
14/11/2023,NAPOLI,72,29,22,28,67
14/11/2023,PALERMO,86,74,88,66,84
14/11/2023,ROMA,3,40,87,54,60
14/11/2023,TORINO,20,7,22,73,32
14/11/2023,VENEZIA,81,15,76,22,42
14/11/2023,NAZIONALE,81,63,1,5,4
11/11/2023,BARI,62,89,49,8,61
11/11/2023,CAGLIARI,30,81,62,29,68
11/11/2023,FIRENZE,63,16,32,44,5
11/11/2023,GENOVA,64,88,51,28,87
11/11/2023,MILANO,30,39,82,63,65
11/11/2023,NAPOLI,46,82,54,66,61
11/11/2023,PALERMO,70,34,13,55,15
11/11/2023,ROMA,2,44,35,6,47
11/11/2023,TORINO,88,39,61,11,36
11/11/2023,VENEZIA,7,13,54,59,78
11/11/2023,NAZIONALE,65,38,27,31,11
10/11/2023,BARI,17,40,75,27,3
10/11/2023,CAGLIARI,49,14,25,19,54
10/11/2023,FIRENZE,89,38,72,37,16
10/11/2023,GENOVA,77,26,45,48,58
10/11/2023,MILANO,54,21,77,65,31
10/11/2023,NAPOLI,46,23,29,36,31
10/11/2023,PALERMO,5,57,9,77,68
10/11/2023,ROMA,40,13,34,26,15
10/11/2023,TORINO,66,48,65,11,37
10/11/2023,VENEZIA,50,41,23,56,58
10/11/2023,NAZIONALE,68,53,11,90,71
31/10/2023,BARI,43,26,85,86,19
31/10/2023,CAGLIARI,33,59,87,27,72
31/10/2023,FIRENZE,51,44,7,90,23
31/10/2023,GENOVA,34,23,68,7,85
31/10/2023,MILANO,44,14,13,40,35
31/10/2023,NAPOLI,17,51,46,75,62
31/10/2023,PALERMO,3,25,73,64,24
31/10/2023,ROMA,4,37,78,36,33
31/10/2023,TORINO,2,49,3,1,36
31/10/2023,VENEZIA,8,25,84,51,57
31/10/2023,NAZIONALE,26,29,37,44,32
28/10/2023,BARI,82,41,20,37,35
28/10/2023,CAGLIARI,86,3,33,20,40
28/10/2023,FIRENZE,62,80,6,46,8
28/10/2023,GENOVA,34,33,46,80,56
28/10/2023,MILANO,54,46,34,9,67
28/10/2023,NAPOLI,27,38,12,58,85
28/10/2023,PALERMO,55,60,16,64,87
28/10/2023,ROMA,34,68,46,66,86
28/10/2023,TORINO,33,34,19,49,3
28/10/2023,VENEZIA,71,43,53,6,27
28/10/2023,NAZIONALE,5,66,16,85,34
27/10/2023,BARI,59,87,58,88,71
27/10/2023,CAGLIARI,46,48,85,23,66
27/10/2023,FIRENZE,59,8,74,27,67
27/10/2023,GENOVA,64,57,1,3,29
27/10/2023,MILANO,19,79,76,61,59
27/10/2023,NAPOLI,17,75,13,81,16
27/10/2023,PALERMO,74,70,54,1,51
27/10/2023,ROMA,32,35,12,40,46
27/10/2023,TORINO,43,48,27,37,45
27/10/2023,VENEZIA,50,51,26,43,4
27/10/2023,NAZIONALE,40,25,83,65,26
26/10/2023,BARI,3,8,77,72,59
26/10/2023,CAGLIARI,22,87,3,45,66
26/10/2023,FIRENZE,70,19,72,44,77
26/10/2023,GENOVA,53,84,80,19,41
26/10/2023,MILANO,80,22,52,66,27
26/10/2023,NAPOLI,84,43,76,71,44
26/10/2023,PALERMO,14,71,81,41,3
26/10/2023,ROMA,5,14,74,41,28
26/10/2023,TORINO,67,34,70,35,25
26/10/2023,VENEZIA,54,18,8,13,6
26/10/2023,NAZIONALE,54,52,44,2,85
24/10/2023,BARI,73,30,67,2,54
24/10/2023,CAGLIARI,46,30,25,6,20
24/10/2023,FIRENZE,57,46,1,69,85
24/10/2023,GENOVA,87,11,79,51,86
24/10/2023,MILANO,82,42,87,69,4
24/10/2023,NAPOLI,78,72,53,56,88
24/10/2023,PALERMO,12,11,4,21,54
24/10/2023,ROMA,28,5,16,3,73
24/10/2023,TORINO,64,66,23,4,70
24/10/2023,VENEZIA,8,89,9,63,85
24/10/2023,NAZIONALE,49,74,69,50,60
21/10/2023,BARI,58,49,17,40,81
21/10/2023,CAGLIARI,35,71,67,9,37
21/10/2023,FIRENZE,70,46,34,27,18
21/10/2023,GENOVA,55,88,46,34,31
21/10/2023,MILANO,13,53,81,73,87
21/10/2023,NAPOLI,76,65,1,80,85
21/10/2023,PALERMO,1,6,59,3,9
21/10/2023,ROMA,54,85,87,36,1
21/10/2023,TORINO,75,63,21,70,86
21/10/2023,VENEZIA,57,13,86,24,62
21/10/2023,NAZIONALE,20,79,86,90,9
20/10/2023,BARI,65,71,73,31,67
20/10/2023,CAGLIARI,63,78,26,70,82
20/10/2023,FIRENZE,51,80,1,41,68
20/10/2023,GENOVA,54,47,80,76,81
20/10/2023,MILANO,32,15,40,12,85
20/10/2023,NAPOLI,28,2,10,67,49
20/10/2023,PALERMO,6,16,62,21,44
20/10/2023,ROMA,21,31,68,66,45
20/10/2023,TORINO,42,44,72,85,59
20/10/2023,VENEZIA,55,11,80,9,23
20/10/2023,NAZIONALE,84,48,71,51,20
19/10/2023,BARI,13,74,27,17,6
19/10/2023,CAGLIARI,44,62,70,59,18
19/10/2023,FIRENZE,67,54,83,20,81
19/10/2023,GENOVA,52,56,5,59,82
19/10/2023,MILANO,46,83,75,34,21
19/10/2023,NAPOLI,42,45,26,30,44
19/10/2023,PALERMO,80,2,74,52,28
19/10/2023,ROMA,18,53,80,78,71
19/10/2023,TORINO,17,26,57,13,44
19/10/2023,VENEZIA,39,18,11,53,82
19/10/2023,NAZIONALE,29,71,70,60,63
17/10/2023,BARI,80,70,23,5,67
17/10/2023,CAGLIARI,3,65,50,52,61
17/10/2023,FIRENZE,62,73,56,83,69
17/10/2023,GENOVA,49,15,20,1,64
17/10/2023,MILANO,19,11,75,30,36
17/10/2023,NAPOLI,8,76,77,4,27
17/10/2023,PALERMO,42,38,39,50,82
17/10/2023,ROMA,49,19,61,62,75
17/10/2023,TORINO,81,85,65,23,22
17/10/2023,VENEZIA,83,67,85,81,68
17/10/2023,NAZIONALE,84,37,24,20,23
14/10/2023,BARI,54,20,2,63,81
14/10/2023,CAGLIARI,70,60,38,83,20
14/10/2023,FIRENZE,36,72,38,44,48
14/10/2023,GENOVA,10,64,30,59,83
14/10/2023,MILANO,7,76,80,79,16
14/10/2023,NAPOLI,19,9,84,25,11
14/10/2023,PALERMO,54,68,89,36,57
14/10/2023,ROMA,90,83,38,24,86
14/10/2023,TORINO,71,49,12,73,7
14/10/2023,VENEZIA,53,8,75,84,71
14/10/2023,NAZIONALE,31,20,9,82,90
13/10/2023,BARI,62,43,82,10,14
13/10/2023,CAGLIARI,64,34,58,28,89
13/10/2023,FIRENZE,87,17,53,89,18
13/10/2023,GENOVA,20,79,67,63,76
13/10/2023,MILANO,26,37,13,79,53
13/10/2023,NAPOLI,62,38,4,61,55
13/10/2023,PALERMO,50,33,87,5,52
13/10/2023,ROMA,59,28,24,26,15
13/10/2023,TORINO,52,47,26,46,86
13/10/2023,VENEZIA,45,36,19,87,67
13/10/2023,NAZIONALE,14,90,80,6,39
12/10/2023,BARI,34,87,8,6,32
12/10/2023,CAGLIARI,86,31,81,71,84
12/10/2023,FIRENZE,58,38,75,76,73
12/10/2023,GENOVA,59,36,11,63,18
12/10/2023,MILANO,23,80,83,19,30
12/10/2023,NAPOLI,73,34,38,26,86
12/10/2023,PALERMO,24,84,82,43,56
12/10/2023,ROMA,70,6,85,71,86
12/10/2023,TORINO,22,18,38,8,56
12/10/2023,VENEZIA,74,83,19,50,75
12/10/2023,NAZIONALE,71,69,76,47,64
10/10/2023,BARI,31,54,35,44,57
10/10/2023,CAGLIARI,77,13,60,74,42
10/10/2023,FIRENZE,43,65,13,38,14
10/10/2023,GENOVA,24,30,19,27,22
10/10/2023,MILANO,75,43,18,70,2
10/10/2023,NAPOLI,62,9,70,63,79
10/10/2023,PALERMO,45,74,14,62,9
10/10/2023,ROMA,43,48,36,18,35
10/10/2023,TORINO,45,66,70,34,86
10/10/2023,VENEZIA,21,68,54,64,29
10/10/2023,NAZIONALE,43,12,82,55,28
31/12/2024,BARI,71,86,76,27,44
31/12/2024,CAGLIARI,20,88,80,79,3
31/12/2024,FIRENZE,59,31,44,89,54
31/12/2024,GENOVA,37,38,27,79,10
31/12/2024,MILANO,47,76,33,54,9
31/12/2024,NAPOLI,88,51,71,86,30
31/12/2024,PALERMO,15,13,52,84,20
31/12/2024,ROMA,37,6,23,50,41
31/12/2024,TORINO,21,35,58,80,23
31/12/2024,VENEZIA,44,85,77,1,33
31/12/2024,NAZIONALE,39,59,46,49,86
30/12/2024,BARI,37,79,76,30,42
30/12/2024,CAGLIARI,59,12,81,23,86
30/12/2024,FIRENZE,40,45,82,10,21
30/12/2024,GENOVA,31,72,77,30,28
30/12/2024,MILANO,72,27,67,3,53
30/12/2024,NAPOLI,43,56,15,6,25
30/12/2024,PALERMO,78,64,34,23,3
30/12/2024,ROMA,59,89,39,66,48
30/12/2024,TORINO,39,11,53,77,25
30/12/2024,VENEZIA,89,79,63,59,30
30/12/2024,NAZIONALE,49,27,3,68,39
28/12/2024,BARI,74,88,66,59,82
28/12/2024,CAGLIARI,36,39,6,54,53
28/12/2024,FIRENZE,1,51,5,20,24
28/12/2024,GENOVA,27,22,70,48,65
28/12/2024,MILANO,14,67,62,20,40
28/12/2024,NAPOLI,9,10,15,22,48
28/12/2024,PALERMO,69,42,26,45,84
28/12/2024,ROMA,67,59,48,38,79
28/12/2024,TORINO,5,32,27,47,77
28/12/2024,VENEZIA,55,39,8,43,78
28/12/2024,NAZIONALE,27,1,58,24,88
27/12/2024,BARI,54,49,36,52,60
27/12/2024,CAGLIARI,61,85,62,42,52
27/12/2024,FIRENZE,55,44,59,21,29
27/12/2024,GENOVA,11,12,68,26,48
27/12/2024,MILANO,88,17,1,74,76
27/12/2024,NAPOLI,37,51,26,9,76
27/12/2024,PALERMO,67,78,49,57,69
27/12/2024,ROMA,20,26,85,4,24
27/12/2024,TORINO,48,59,75,86,89
27/12/2024,VENEZIA,44,58,75,69,10
27/12/2024,NAZIONALE,85,19,67,65,89
24/12/2024,BARI,26,50,16,58,61
24/12/2024,CAGLIARI,72,43,48,79,90
24/12/2024,FIRENZE,10,14,24,76,89
24/12/2024,GENOVA,17,86,39,15,48
24/12/2024,MILANO,69,84,6,78,60
24/12/2024,NAPOLI,12,59,69,11,77
24/12/2024,PALERMO,63,44,57,21,16
24/12/2024,ROMA,55,83,7,67,66
24/12/2024,TORINO,31,59,43,76,6
24/12/2024,VENEZIA,2,84,10,50,88
24/12/2024,NAZIONALE,63,88,55,29,22
21/12/2024,BARI,19,41,16,20,75
21/12/2024,CAGLIARI,46,61,9,35,37
21/12/2024,FIRENZE,74,33,69,80,30
21/12/2024,GENOVA,74,16,18,88,52
21/12/2024,MILANO,25,78,10,72,77
21/12/2024,NAPOLI,70,87,83,34,89
21/12/2024,PALERMO,12,81,47,31,60
21/12/2024,ROMA,45,42,89,8,40
21/12/2024,TORINO,74,73,56,70,85
21/12/2024,VENEZIA,5,31,35,33,21
21/12/2024,NAZIONALE,39,19,83,6,68
20/12/2024,BARI,19,1,78,60,5
20/12/2024,CAGLIARI,25,70,87,36,23
20/12/2024,FIRENZE,70,45,42,37,85
20/12/2024,GENOVA,28,39,49,41,42
20/12/2024,MILANO,78,52,79,85,49
20/12/2024,NAPOLI,10,17,6,50,4
20/12/2024,PALERMO,26,40,66,16,51
20/12/2024,ROMA,43,26,86,19,50
20/12/2024,TORINO,76,38,49,46,9
20/12/2024,VENEZIA,45,73,56,8,4
20/12/2024,NAZIONALE,79,25,38,54,72
19/12/2024,BARI,53,3,20,2,33
19/12/2024,CAGLIARI,90,78,81,17,16
19/12/2024,FIRENZE,28,68,37,21,31
19/12/2024,GENOVA,10,87,62,36,19
19/12/2024,MILANO,33,32,36,1,25
19/12/2024,NAPOLI,57,79,80,6,14
19/12/2024,PALERMO,61,35,37,2,3
19/12/2024,ROMA,75,15,60,80,18
19/12/2024,TORINO,1,33,16,55,64
19/12/2024,VENEZIA,30,24,65,11,41
19/12/2024,NAZIONALE,37,20,31,15,27
17/12/2024,BARI,88,49,64,48,17
17/12/2024,CAGLIARI,20,46,29,84,81
17/12/2024,FIRENZE,42,75,49,38,39
17/12/2024,GENOVA,76,81,54,22,30
17/12/2024,MILANO,39,40,33,44,21
17/12/2024,NAPOLI,80,85,65,64,36
17/12/2024,PALERMO,67,80,55,69,29
17/12/2024,ROMA,5,79,81,65,9
17/12/2024,TORINO,72,77,38,3,83
17/12/2024,VENEZIA,43,27,87,14,44
17/12/2024,NAZIONALE,39,83,63,81,72
14/12/2024,BARI,89,61,43,52,1
14/12/2024,CAGLIARI,56,55,17,38,15
14/12/2024,FIRENZE,51,79,50,28,27
14/12/2024,GENOVA,45,21,4,12,86
14/12/2024,MILANO,77,46,76,85,49
14/12/2024,NAPOLI,42,5,21,55,11
14/12/2024,PALERMO,57,49,12,63,35
14/12/2024,ROMA,27,10,34,7,12
14/12/2024,TORINO,13,37,69,68,4
14/12/2024,VENEZIA,34,6,76,79,45
14/12/2024,NAZIONALE,81,19,61,39,42
13/12/2024,BARI,66,32,12,33,49
13/12/2024,CAGLIARI,82,8,9,42,64
13/12/2024,FIRENZE,66,52,57,81,8
13/12/2024,GENOVA,62,13,24,39,80
13/12/2024,MILANO,56,40,28,67,31
13/12/2024,NAPOLI,44,29,46,30,56
13/12/2024,PALERMO,10,25,40,41,70
13/12/2024,ROMA,40,77,19,38,28
13/12/2024,TORINO,9,37,27,80,61
13/12/2024,VENEZIA,87,10,45,89,26
13/12/2024,NAZIONALE,63,36,75,70,52
12/12/2024,BARI,7,40,58,52,36
12/12/2024,CAGLIARI,25,10,86,81,33
12/12/2024,FIRENZE,36,52,7,82,53
12/12/2024,GENOVA,88,20,19,32,58
12/12/2024,MILANO,45,29,33,12,19
12/12/2024,NAPOLI,40,62,17,24,15
12/12/2024,PALERMO,73,39,65,21,10
12/12/2024,ROMA,16,70,85,14,76
12/12/2024,TORINO,64,89,85,27,80
12/12/2024,VENEZIA,55,59,78,81,76
12/12/2024,NAZIONALE,55,36,34,84,83
10/12/2024,BARI,79,15,70,41,49
10/12/2024,CAGLIARI,50,56,17,53,48
10/12/2024,FIRENZE,37,86,35,24,44
10/12/2024,GENOVA,45,83,4,39,1
10/12/2024,MILANO,64,55,22,69,44
10/12/2024,NAPOLI,17,69,4,56,41
10/12/2024,PALERMO,6,86,46,33,80
10/12/2024,ROMA,31,42,30,46,41
10/12/2024,TORINO,64,11,55,61,44
10/12/2024,VENEZIA,1,33,42,14,48
10/12/2024,NAZIONALE,79,18,36,77,16
30/11/2024,BARI,37,21,12,79,15
30/11/2024,CAGLIARI,45,15,59,54,57
30/11/2024,FIRENZE,87,6,49,52,28
30/11/2024,GENOVA,27,44,29,81,1
30/11/2024,MILANO,39,8,79,43,7
30/11/2024,NAPOLI,79,90,49,23,38
