date,wheel,n1,n2,n3,n4,n5
31/12/2019,FIRENZE,63,18,83,42,67
31/12/2019,GENOVA,85,43,18,22,33
31/12/2019,MILANO,56,60,29,13,8
31/12/2019,NAPOLI,52,26,9,68,83
31/12/2019,PALERMO,89,48,71,55,26
31/12/2019,ROMA,83,64,40,31,30
31/12/2019,TORINO,40,84,73,63,35
31/12/2019,VENEZIA,63,29,22,35,86
31/12/2019,NAZIONALE,51,31,76,80,40
28/12/2019,BARI,42,31,58,85,36
28/12/2019,CAGLIARI,10,1,33,71,23
28/12/2019,FIRENZE,51,83,34,81,11
28/12/2019,GENOVA,61,70,67,85,82
28/12/2019,MILANO,75,36,56,84,17
28/12/2019,NAPOLI,20,12,90,41,69
28/12/2019,PALERMO,30,78,33,11,45
28/12/2019,ROMA,39,4,70,64,14
28/12/2019,TORINO,16,76,74,53,36
28/12/2019,VENEZIA,11,90,27,81,38
28/12/2019,NAZIONALE,63,35,36,82,89
27/12/2019,BARI,17,80,82,48,81
27/12/2019,CAGLIARI,29,58,19,90,24
27/12/2019,FIRENZE,40,88,23,51,64
27/12/2019,GENOVA,82,47,77,84,6
27/12/2019,MILANO,16,43,85,19,56
27/12/2019,NAPOLI,32,15,34,37,80
27/12/2019,PALERMO,74,66,85,73,78
27/12/2019,ROMA,11,86,53,17,2
27/12/2019,TORINO,20,61,54,38,90
27/12/2019,VENEZIA,66,86,65,58,35
27/12/2019,NAZIONALE,82,72,33,44,40
24/12/2019,BARI,69,58,22,49,83
24/12/2019,CAGLIARI,57,14,76,58,13
24/12/2019,FIRENZE,66,41,62,51,9
24/12/2019,GENOVA,68,28,55,3,39
24/12/2019,MILANO,75,20,30,46,87
24/12/2019,NAPOLI,41,33,39,13,35
24/12/2019,PALERMO,27,24,39,50,19
24/12/2019,ROMA,20,85,12,30,62
24/12/2019,TORINO,12,26,70,81,69
24/12/2019,VENEZIA,74,83,53,19,24
24/12/2019,NAZIONALE,5,14,60,40,2
21/12/2019,BARI,73,13,57,59,27
21/12/2019,CAGLIARI,81,11,9,23,12
21/12/2019,FIRENZE,38,21,32,52,73
21/12/2019,GENOVA,48,30,84,28,89
21/12/2019,MILANO,23,67,50,35,37
21/12/2019,NAPOLI,70,33,10,80,12
21/12/2019,PALERMO,16,59,49,65,63
21/12/2019,ROMA,67,44,68,59,55
21/12/2019,TORINO,54,39,12,23,29
21/12/2019,VENEZIA,83,12,4,54,61
21/12/2019,NAZIONALE,44,2,63,18,12
19/12/2019,BARI,46,63,61,8,60
19/12/2019,CAGLIARI,79,3,74,37,57
19/12/2019,FIRENZE,6,67,56,88,47
19/12/2019,GENOVA,49,86,68,30,62
19/12/2019,MILANO,80,5,76,2,20
19/12/2019,NAPOLI,75,89,71,80,48
19/12/2019,PALERMO,19,70,2,54,90
19/12/2019,ROMA,60,44,35,13,18
19/12/2019,TORINO,86,19,73,22,1
19/12/2019,VENEZIA,12,71,79,87,85
19/12/2019,NAZIONALE,76,21,71,33,41
17/12/2019,BARI,12,11,81,66,82
17/12/2019,CAGLIARI,16,56,4,22,20
17/12/2019,FIRENZE,20,44,60,40,21
17/12/2019,GENOVA,76,31,79,72,23
17/12/2019,MILANO,32,87,56,41,33
17/12/2019,NAPOLI,52,35,82,60,67
17/12/2019,PALERMO,38,40,59,79,87
17/12/2019,ROMA,51,79,78,66,22
17/12/2019,TORINO,21,30,87,89,45
17/12/2019,VENEZIA,11,28,84,71,61
17/12/2019,NAZIONALE,79,40,1,34,52
14/12/2019,BARI,68,27,78,11,72
14/12/2019,CAGLIARI,69,18,78,8,48
14/12/2019,FIRENZE,41,52,46,63,77
14/12/2019,GENOVA,74,64,90,32,43
14/12/2019,MILANO,14,36,6,73,57
14/12/2019,NAPOLI,21,83,20,86,90
14/12/2019,PALERMO,12,7,50,39,60
14/12/2019,ROMA,4,20,80,62,9
14/12/2019,TORINO,29,21,12,8,55
14/12/2019,VENEZIA,48,72,83,18,14
14/12/2019,NAZIONALE,31,7,56,6,22
12/12/2019,BARI,56,6,67,14,63
12/12/2019,CAGLIARI,23,22,70,90,8
12/12/2019,FIRENZE,46,8,19,67,84
12/12/2019,GENOVA,20,7,42,40,66
12/12/2019,MILANO,40,47,64,43,50
12/12/2019,NAPOLI,8,44,84,78,56
12/12/2019,PALERMO,3,54,77,60,56
12/12/2019,ROMA,32,72,22,24,33
12/12/2019,TORINO,62,29,9,70,21
12/12/2019,VENEZIA,51,54,42,37,55
12/12/2019,NAZIONALE,63,69,49,5,85
10/12/2019,BARI,31,35,51,16,17
10/12/2019,CAGLIARI,74,45,88,4,2
10/12/2019,FIRENZE,58,79,71,32,70
10/12/2019,GENOVA,35,36,74,19,67
10/12/2019,MILANO,37,22,9,3,50
10/12/2019,NAPOLI,67,32,6,82,37
10/12/2019,PALERMO,59,41,52,31,6
10/12/2019,ROMA,17,79,1,58,19
10/12/2019,TORINO,41,31,57,60,3
10/12/2019,VENEZIA,50,31,41,1,68
10/12/2019,NAZIONALE,5,12,65,2,13
30/11/2019,BARI,19,9,20,16,1
30/11/2019,CAGLIARI,76,60,80,6,47
30/11/2019,FIRENZE,43,88,78,73,83
30/11/2019,GENOVA,46,20,79,54,4
30/11/2019,MILANO,30,31,46,24,19
30/11/2019,NAPOLI,42,86,20,6,7
30/11/2019,PALERMO,66,4,81,53,9
30/11/2019,ROMA,55,81,32,25,13
30/11/2019,TORINO,69,21,52,32,72
30/11/2019,VENEZIA,44,22,37,80,32
30/11/2019,NAZIONALE,19,88,32,60,90
28/11/2019,BARI,24,62,12,33,90
28/11/2019,CAGLIARI,60,18,19,33,49
28/11/2019,FIRENZE,89,81,67,26,68
28/11/2019,GENOVA,47,36,28,80,68
28/11/2019,MILANO,55,44,75,4,24
28/11/2019,NAPOLI,73,54,4,72,51
28/11/2019,PALERMO,48,61,30,28,66
28/11/2019,ROMA,61,10,26,20,82
28/11/2019,TORINO,83,12,11,71,38
28/11/2019,VENEZIA,42,5,55,78,29
28/11/2019,NAZIONALE,74,21,9,27,14
26/11/2019,BARI,47,55,4,87,54
26/11/2019,CAGLIARI,61,55,28,79,42
26/11/2019,FIRENZE,59,61,2,12,17
26/11/2019,GENOVA,77,17,50,69,60
26/11/2019,MILANO,84,7,52,21,42
26/11/2019,NAPOLI,80,27,17,83,45
26/11/2019,PALERMO,60,87,31,85,59
26/11/2019,ROMA,78,14,81,33,82
26/11/2019,TORINO,22,2,49,54,7
26/11/2019,VENEZIA,74,33,13,18,63
26/11/2019,NAZIONALE,51,65,55,66,27
23/11/2019,BARI,15,50,54,40,80
23/11/2019,CAGLIARI,33,70,11,71,12
23/11/2019,FIRENZE,34,2,79,36,41
23/11/2019,GENOVA,81,71,75,21,20
23/11/2019,MILANO,75,37,18,85,31
23/11/2019,NAPOLI,56,47,4,8,17
23/11/2019,PALERMO,32,2,7,5,31
23/11/2019,ROMA,3,20,34,39,54
23/11/2019,TORINO,9,13,71,21,80
23/11/2019,VENEZIA,82,5,15,7,49
23/11/2019,NAZIONALE,30,60,8,41,32
21/11/2019,BARI,72,29,46,75,61
21/11/2019,CAGLIARI,37,19,57,80,35
21/11/2019,FIRENZE,80,22,72,82,76
21/11/2019,GENOVA,10,89,4,19,76
21/11/2019,MILANO,62,51,13,38,87
21/11/2019,NAPOLI,60,4,70,36,33
21/11/2019,PALERMO,50,3,73,76,54
21/11/2019,ROMA,87,69,9,2,78
21/11/2019,TORINO,62,67,49,55,32
21/11/2019,VENEZIA,57,71,41,46,34
21/11/2019,NAZIONALE,8,24,4,6,36
19/11/2019,BARI,88,26,64,43,61
19/11/2019,CAGLIARI,49,30,41,34,13
19/11/2019,FIRENZE,12,87,50,2,18
19/11/2019,GENOVA,35,53,3,73,21
19/11/2019,MILANO,16,1,85,67,39
19/11/2019,NAPOLI,79,22,41,65,21
19/11/2019,PALERMO,79,58,39,12,86
19/11/2019,ROMA,59,85,34,36,28
19/11/2019,TORINO,40,53,45,34,61
19/11/2019,VENEZIA,42,27,43,47,20
19/11/2019,NAZIONALE,3,21,35,84,46
16/11/2019,BARI,70,30,52,4,61
16/11/2019,CAGLIARI,24,61,38,77,66
16/11/2019,FIRENZE,10,22,57,1,83
16/11/2019,GENOVA,40,34,39,29,59
16/11/2019,MILANO,39,7,56,87,27
16/11/2019,NAPOLI,83,10,8,2,74
16/11/2019,PALERMO,82,13,20,48,19
16/11/2019,ROMA,80,68,30,46,83
16/11/2019,TORINO,47,57,21,37,56
16/11/2019,VENEZIA,74,53,5,13,40
16/11/2019,NAZIONALE,64,35,11,54,84
14/11/2019,BARI,44,39,61,18,64
14/11/2019,CAGLIARI,81,90,2,56,89
14/11/2019,FIRENZE,77,63,6,12,76
14/11/2019,GENOVA,27,76,22,5,57
14/11/2019,MILANO,66,39,78,83,67
14/11/2019,NAPOLI,25,33,52,62,60
14/11/2019,PALERMO,15,9,81,54,46
14/11/2019,ROMA,7,47,48,67,73
14/11/2019,TORINO,53,83,14,37,50
14/11/2019,VENEZIA,3,72,19,66,39
14/11/2019,NAZIONALE,41,18,11,60,34
12/11/2019,BARI,44,68,85,20,88
12/11/2019,CAGLIARI,20,86,80,33,82
12/11/2019,FIRENZE,24,88,74,2,44
12/11/2019,GENOVA,82,40,72,70,3
12/11/2019,MILANO,70,19,11,53,15
12/11/2019,NAPOLI,78,82,51,21,85
12/11/2019,PALERMO,80,82,26,33,68
12/11/2019,ROMA,69,75,61,37,1
12/11/2019,TORINO,80,52,7,31,57
12/11/2019,VENEZIA,81,7,62,82,18
12/11/2019,NAZIONALE,46,76,12,57,58
31/10/2019,BARI,24,73,16,32,17
31/10/2019,CAGLIARI,14,17,55,39,70
31/10/2019,FIRENZE,45,2,7,90,8
31/10/2019,GENOVA,77,14,61,5,57
31/10/2019,MILANO,36,51,4,33,76
31/10/2019,NAPOLI,14,56,22,6,80
31/10/2019,PALERMO,42,18,34,52,38
31/10/2019,ROMA,73,61,63,21,15
31/10/2019,TORINO,74,10,72,60,32
31/10/2019,VENEZIA,27,50,42,38,41
31/10/2019,NAZIONALE,60,71,78,84,2
29/10/2019,BARI,77,46,84,5,89
29/10/2019,CAGLIARI,7,50,46,16,49
29/10/2019,FIRENZE,44,9,22,54,61
29/10/2019,GENOVA,72,84,49,57,63
29/10/2019,MILANO,76,22,69,65,71
29/10/2019,NAPOLI,70,80,67,21,50
29/10/2019,PALERMO,83,79,66,13,38
29/10/2019,ROMA,62,41,64,83,47
29/10/2019,TORINO,61,31,85,84,2
29/10/2019,VENEZIA,37,22,68,90,56
29/10/2019,NAZIONALE,83,82,69,30,70
26/10/2019,BARI,22,63,42,74,14
26/10/2019,CAGLIARI,19,78,67,40,7
26/10/2019,FIRENZE,87,66,88,67,34
26/10/2019,GENOVA,5,8,61,46,10
26/10/2019,MILANO,28,30,41,84,80
26/10/2019,NAPOLI,58,47,83,79,38
26/10/2019,PALERMO,66,70,79,36,75
26/10/2019,ROMA,38,12,84,88,67
26/10/2019,TORINO,65,55,24,5,26
26/10/2019,VENEZIA,66,27,69,49,33
26/10/2019,NAZIONALE,74,34,33,8,76
24/10/2019,BARI,80,83,10,13,26
24/10/2019,CAGLIARI,36,39,9,79,56
24/10/2019,FIRENZE,55,78,69,64,13
24/10/2019,GENOVA,34,51,53,7,74
24/10/2019,MILANO,18,60,45,73,15
24/10/2019,NAPOLI,37,56,34,1,49
24/10/2019,PALERMO,35,24,11,51,28
24/10/2019,ROMA,73,18,10,16,14
24/10/2019,TORINO,71,1,9,24,39
24/10/2019,VENEZIA,1,62,4,57,39
24/10/2019,NAZIONALE,80,16,45,51,36
22/10/2019,BARI,46,76,88,63,17
22/10/2019,CAGLIARI,83,53,25,44,13
22/10/2019,FIRENZE,31,28,23,14,25
22/10/2019,GENOVA,11,68,5,56,12
22/10/2019,MILANO,24,14,40,34,57
22/10/2019,NAPOLI,73,38,63,39,67
22/10/2019,PALERMO,68,39,49,65,62
22/10/2019,ROMA,10,71,84,53,54
22/10/2019,TORINO,42,18,30,66,79
22/10/2019,VENEZIA,27,18,45,24,88
22/10/2019,NAZIONALE,56,29,19,72,25
19/10/2019,BARI,55,26,84,4,9
19/10/2019,CAGLIARI,68,85,7,55,41
19/10/2019,FIRENZE,2,4,84,52,27
19/10/2019,GENOVA,58,15,67,78,13
19/10/2019,MILANO,22,21,64,90,57
19/10/2019,NAPOLI,18,58,69,54,48
19/10/2019,PALERMO,29,76,84,39,7
19/10/2019,ROMA,3,43,42,40,74
19/10/2019,TORINO,40,32,25,51,22
19/10/2019,VENEZIA,9,61,27,52,59
19/10/2019,NAZIONALE,89,51,22,65,33
17/10/2019,BARI,6,18,2,53,20
17/10/2019,CAGLIARI,57,50,48,72,18
17/10/2019,FIRENZE,58,75,12,73,3
17/10/2019,GENOVA,10,54,39,9,48
17/10/2019,MILANO,11,76,89,5,85
17/10/2019,NAPOLI,15,12,49,32,3
17/10/2019,PALERMO,61,66,83,69,1
17/10/2019,ROMA,80,46,39,55,26
17/10/2019,TORINO,36,28,85,87,55
17/10/2019,VENEZIA,48,59,26,76,81
17/10/2019,NAZIONALE,68,37,7,19,56
15/10/2019,BARI,15,39,75,78,20
15/10/2019,CAGLIARI,83,79,84,76,40
15/10/2019,FIRENZE,76,86,4,37,30
15/10/2019,GENOVA,68,49,23,47,64
15/10/2019,MILANO,50,77,33,65,75
15/10/2019,NAPOLI,8,34,25,83,59
15/10/2019,PALERMO,51,20,87,27,59
15/10/2019,ROMA,17,41,48,51,25
15/10/2019,TORINO,53,36,37,31,52
15/10/2019,VENEZIA,53,20,26,84,65
15/10/2019,NAZIONALE,17,13,73,84,22
12/10/2019,BARI,86,6,22,16,30
12/10/2019,CAGLIARI,70,76,39,55,86
12/10/2019,FIRENZE,24,83,60,79,19
12/10/2019,GENOVA,62,81,63,32,77
12/10/2019,MILANO,35,9,27,66,44
12/10/2019,NAPOLI,85,53,43,3,80
12/10/2019,PALERMO,56,54,39,28,11
12/10/2019,ROMA,86,26,25,48,12
12/10/2019,TORINO,49,70,54,5,52
12/10/2019,VENEZIA,79,35,77,76,88
12/10/2019,NAZIONALE,58,30,21,68,6
10/10/2019,BARI,6,83,70,4,24
10/10/2019,CAGLIARI,19,13,57,16,5
10/10/2019,FIRENZE,44,79,41,54,26
10/10/2019,GENOVA,17,25,23,53,59
10/10/2019,MILANO,52,1,18,35,5
10/10/2019,NAPOLI,73,43,69,22,85
10/10/2019,PALERMO,61,20,9,68,69
10/10/2019,ROMA,19,23,70,22,83
10/10/2019,TORINO,82,75,48,23,44
10/10/2019,VENEZIA,85,38,55,57,51
10/10/2019,NAZIONALE,1,82,79,71,85
31/12/2020,BARI,44,55,41,85,29
31/12/2020,CAGLIARI,31,66,8,2,30
31/12/2020,FIRENZE,34,72,43,60,9
31/12/2020,GENOVA,41,36,72,73,49
31/12/2020,MILANO,13,39,18,24,83
31/12/2020,NAPOLI,80,78,16,83,65
31/12/2020,PALERMO,23,40,11,22,73
31/12/2020,ROMA,46,11,20,41,27
31/12/2020,TORINO,67,32,4,85,88
31/12/2020,VENEZIA,66,77,20,22,10
31/12/2020,NAZIONALE,55,49,5,45,33
29/12/2020,BARI,88,58,67,27,14
29/12/2020,CAGLIARI,58,13,70,83,48
29/12/2020,FIRENZE,30,90,57,88,21
29/12/2020,GENOVA,16,59,74,33,28
29/12/2020,MILANO,71,18,87,85,40
29/12/2020,NAPOLI,31,54,70,90,51
29/12/2020,PALERMO,21,17,30,46,18
29/12/2020,ROMA,54,34,10,65,33
29/12/2020,TORINO,20,58,62,38,51
29/12/2020,VENEZIA,88,37,45,60,62
29/12/2020,NAZIONALE,58,61,19,26,40
28/12/2020,BARI,62,66,89,42,27
28/12/2020,CAGLIARI,16,79,54,82,44
28/12/2020,FIRENZE,21,7,49,34,13
28/12/2020,GENOVA,25,86,54,3,64
28/12/2020,MILANO,61,1,41,37,36
28/12/2020,NAPOLI,40,32,65,8,10
28/12/2020,PALERMO,37,26,54,88,8
28/12/2020,ROMA,65,77,76,59,79
28/12/2020,TORINO,17,23,20,25,89
28/12/2020,VENEZIA,57,52,36,80,89
28/12/2020,NAZIONALE,10,43,90,18,16
24/12/2020,BARI,56,17,30,3,15
24/12/2020,CAGLIARI,60,37,84,30,81
24/12/2020,FIRENZE,74,15,8,42,55
24/12/2020,GENOVA,84,26,4,59,25
24/12/2020,MILANO,54,67,13,46,89
24/12/2020,NAPOLI,35,20,83,32,22
24/12/2020,PALERMO,41,13,2,53,73
24/12/2020,ROMA,58,74,71,50,24
24/12/2020,TORINO,8,60,79,47,72
24/12/2020,VENEZIA,24,47,55,52,29
24/12/2020,NAZIONALE,10,28,76,63,88
22/12/2020,BARI,85,51,74,44,30
22/12/2020,CAGLIARI,82,27,21,6,89
22/12/2020,FIRENZE,47,46,60,63,28
22/12/2020,GENOVA,63,90,40,28,34
22/12/2020,MILANO,5,59,37,53,73
22/12/2020,NAPOLI,16,78,65,33,83
22/12/2020,PALERMO,39,35,36,79,80
22/12/2020,ROMA,67,8,81,49,23
22/12/2020,TORINO,31,2,81,64,18
22/12/2020,VENEZIA,37,6,82,54,60
22/12/2020,NAZIONALE,85,8,78,48,13
19/12/2020,BARI,38,53,50,59,75
19/12/2020,CAGLIARI,59,67,31,15,50
19/12/2020,FIRENZE,74,25,45,32,17
19/12/2020,GENOVA,23,43,58,8,16
19/12/2020,MILANO,48,16,7,25,15
19/12/2020,NAPOLI,5,79,49,14,76
19/12/2020,PALERMO,20,53,24,56,44
19/12/2020,ROMA,56,6,1,73,61
19/12/2020,TORINO,79,6,69,18,88
19/12/2020,VENEZIA,27,73,63,71,85
19/12/2020,NAZIONALE,14,32,15,17,29
17/12/2020,BARI,30,24,69,7,55
17/12/2020,CAGLIARI,16,43,13,49,81
17/12/2020,FIRENZE,82,50,39,72,48
17/12/2020,GENOVA,88,52,60,36,25
17/12/2020,MILANO,15,29,80,42,75
17/12/2020,NAPOLI,88,85,58,45,75
17/12/2020,PALERMO,6,71,90,87,13
17/12/2020,ROMA,70,67,50,57,79
17/12/2020,TORINO,30,23,5,67,40
17/12/2020,VENEZIA,1,63,34,22,36
17/12/2020,NAZIONALE,46,23,33,27,61
15/12/2020,BARI,16,89,13,35,60
15/12/2020,CAGLIARI,26,61,50,17,83
15/12/2020,FIRENZE,17,88,54,41,6
15/12/2020,GENOVA,25,35,11,1,70
15/12/2020,MILANO,87,76,55,18,9
15/12/2020,NAPOLI,70,15,58,62,31
15/12/2020,PALERMO,84,25,89,62,31
15/12/2020,ROMA,85,7,31,78,16
15/12/2020,TORINO,16,86,48,75,43
15/12/2020,VENEZIA,87,45,44,61,65
15/12/2020,NAZIONALE,65,41,34,90,8
12/12/2020,BARI,29,27,11,6,89
12/12/2020,CAGLIARI,14,63,54,66,87
12/12/2020,FIRENZE,84,60,51,47,40
12/12/2020,GENOVA,11,20,48,75,64
12/12/2020,MILANO,28,78,64,21,27
12/12/2020,NAPOLI,64,36,63,80,59
12/12/2020,PALERMO,44,32,30,41,23
12/12/2020,ROMA,86,44,11,57,50
12/12/2020,TORINO,63,46,71,7,89
12/12/2020,VENEZIA,74,87,81,16,38
12/12/2020,NAZIONALE,34,55,76,51,88
10/12/2020,BARI,80,71,22,85,17
10/12/2020,CAGLIARI,18,84,2,37,62
10/12/2020,FIRENZE,18,17,66,30,46
10/12/2020,GENOVA,19,26,1,69,17
10/12/2020,MILANO,5,84,29,81,61
10/12/2020,NAPOLI,19,49,80,16,9
10/12/2020,PALERMO,51,85,84,29,40
10/12/2020,ROMA,3,53,17,64,58
10/12/2020,TORINO,10,18,33,36,43
10/12/2020,VENEZIA,38,7,81,20,15
10/12/2020,NAZIONALE,10,64,13,9,55
28/11/2020,BARI,30,74,23,68,65
28/11/2020,CAGLIARI,26,30,89,88,3
28/11/2020,FIRENZE,20,33,70,51,39
28/11/2020,GENOVA,58,66,87,27,35
28/11/2020,MILANO,32,41,52,25,89
28/11/2020,NAPOLI,69,54,75,68,15
28/11/2020,PALERMO,15,78,60,24,90
28/11/2020,ROMA,15,52,4,24,55
28/11/2020,TORINO,11,50,5,30,48
28/11/2020,VENEZIA,23,52,3,72,68
28/11/2020,NAZIONALE,13,37,53,39,12
26/11/2020,BARI,21,65,7,84,13
26/11/2020,CAGLIARI,71,65,72,89,24
26/11/2020,FIRENZE,76,68,71,35,34
26/11/2020,GENOVA,2,28,62,73,79
26/11/2020,MILANO,49,48,47,24,61
26/11/2020,NAPOLI,28,48,25,58,44
26/11/2020,PALERMO,48,28,43,53,34
26/11/2020,ROMA,9,38,84,33,51
26/11/2020,TORINO,39,3,66,60,30
26/11/2020,VENEZIA,30,53,27,38,58
26/11/2020,NAZIONALE,78,31,82,75,3
24/11/2020,BARI,27,31,12,54,68
24/11/2020,CAGLIARI,54,63,16,57,73
24/11/2020,FIRENZE,34,54,62,53,39
24/11/2020,GENOVA,88,79,33,39,19
24/11/2020,MILANO,14,34,51,50,47
24/11/2020,NAPOLI,71,82,13,77,5
24/11/2020,PALERMO,1,24,51,71,65
24/11/2020,ROMA,79,15,80,4,8
24/11/2020,TORINO,88,55,14,50,3
24/11/2020,VENEZIA,25,85,27,55,81
24/11/2020,NAZIONALE,44,64,45,54,68
21/11/2020,BARI,65,80,1,13,85
21/11/2020,CAGLIARI,51,71,84,16,65
21/11/2020,FIRENZE,65,64,1,35,85
21/11/2020,GENOVA,47,74,46,56,18
21/11/2020,MILANO,54,90,5,23,53
21/11/2020,NAPOLI,42,89,17,67,25
21/11/2020,PALERMO,77,1,54,76,29
21/11/2020,ROMA,32,89,76,64,28
21/11/2020,TORINO,88,86,63,68,26
21/11/2020,VENEZIA,43,42,15,46,35
21/11/2020,NAZIONALE,42,19,50,25,29
19/11/2020,BARI,61,80,40,26,16
19/11/2020,CAGLIARI,14,12,83,85,28
19/11/2020,FIRENZE,76,40,31,53,61
19/11/2020,GENOVA,58,2,50,34,30
19/11/2020,MILANO,86,62,14,54,23
19/11/2020,NAPOLI,81,26,19,35,9
19/11/2020,PALERMO,26,39,31,16,51
19/11/2020,ROMA,11,58,68,23,85
19/11/2020,TORINO,59,74,88,1,22
19/11/2020,VENEZIA,35,57,28,36,90
19/11/2020,NAZIONALE,26,80,87,36,77
17/11/2020,BARI,15,72,17,27,6
17/11/2020,CAGLIARI,67,27,63,44,78
17/11/2020,FIRENZE,80,71,1,59,16
17/11/2020,GENOVA,73,36,34,52,5
17/11/2020,MILANO,4,77,44,43,31
17/11/2020,NAPOLI,53,3,4,24,90
17/11/2020,PALERMO,52,53,46,71,64
17/11/2020,ROMA,39,8,5,33,62
17/11/2020,TORINO,66,12,47,68,6
17/11/2020,VENEZIA,88,57,66,52,34
17/11/2020,NAZIONALE,4,80,34,76,45
14/11/2020,BARI,56,45,69,74,10
14/11/2020,CAGLIARI,3,75,10,33,68
14/11/2020,FIRENZE,6,46,45,22,66
14/11/2020,GENOVA,21,90,46,69,56
14/11/2020,MILANO,58,56,44,45,21
14/11/2020,NAPOLI,20,32,7,62,56
14/11/2020,PALERMO,48,20,22,38,66
14/11/2020,ROMA,84,61,37,4,73
14/11/2020,TORINO,31,27,16,64,38
14/11/2020,VENEZIA,45,18,13,75,82
14/11/2020,NAZIONALE,52,82,57,61,7
12/11/2020,BARI,47,67,9,60,21
12/11/2020,CAGLIARI,67,76,61,81,78
12/11/2020,FIRENZE,7,43,4,16,61
12/11/2020,GENOVA,34,79,89,25,15
12/11/2020,MILANO,10,69,46,17,60
12/11/2020,NAPOLI,86,89,19,24,49
12/11/2020,PALERMO,57,76,85,47,54
12/11/2020,ROMA,38,57,55,23,67
12/11/2020,TORINO,49,29,75,36,51
12/11/2020,VENEZIA,52,67,2,64,42
12/11/2020,NAZIONALE,84,26,11,6,60
10/11/2020,BARI,43,51,8,70,76
10/11/2020,CAGLIARI,89,37,84,79,30
10/11/2020,FIRENZE,51,4,27,37,36
10/11/2020,GENOVA,22,67,42,51,48
10/11/2020,MILANO,56,24,28,79,23
10/11/2020,NAPOLI,57,27,74,41,2
10/11/2020,PALERMO,11,2,61,69,84
10/11/2020,ROMA,1,9,42,11,63
10/11/2020,TORINO,81,49,78,33,15
10/11/2020,VENEZIA,69,18,25,37,43
10/11/2020,NAZIONALE,88,8,69,82,33
31/10/2020,BARI,15,82,83,61,29
31/10/2020,CAGLIARI,14,78,41,38,83
31/10/2020,FIRENZE,61,44,80,22,89
31/10/2020,GENOVA,31,86,75,13,25
31/10/2020,MILANO,74,75,40,24,60
31/10/2020,NAPOLI,34,74,35,20,38
31/10/2020,PALERMO,27,67,47,36,9
31/10/2020,ROMA,31,75,4,30,57
31/10/2020,TORINO,80,53,7,11,12
31/10/2020,VENEZIA,50,67,65,18,7
31/10/2020,NAZIONALE,58,74,69,73,32
29/10/2020,BARI,20,23,34,18,72
29/10/2020,CAGLIARI,34,89,36,57,18
29/10/2020,FIRENZE,3,67,47,15,5
29/10/2020,GENOVA,39,47,4,15,3
29/10/2020,MILANO,5,12,4,29,60
29/10/2020,NAPOLI,15,50,90,31,38
29/10/2020,PALERMO,25,26,8,42,76
29/10/2020,ROMA,6,45,74,12,78
29/10/2020,TORINO,26,36,49,67,2
29/10/2020,VENEZIA,45,87,21,63,46
29/10/2020,NAZIONALE,11,86,71,13,3
27/10/2020,BARI,77,20,34,21,52
27/10/2020,CAGLIARI,30,9,63,20,33
27/10/2020,FIRENZE,32,16,2,63,29
27/10/2020,GENOVA,16,3,11,30,40
27/10/2020,MILANO,44,84,72,58,78
27/10/2020,NAPOLI,28,12,88,60,77
27/10/2020,PALERMO,61,74,71,7,13
27/10/2020,ROMA,78,37,19,35,90
27/10/2020,TORINO,27,62,34,76,31
27/10/2020,VENEZIA,36,90,58,66,57
27/10/2020,NAZIONALE,44,56,69,12,1
24/10/2020,BARI,54,64,49,45,65
24/10/2020,CAGLIARI,45,10,76,1,69
24/10/2020,FIRENZE,34,6,76,2,50
24/10/2020,GENOVA,20,66,4,23,63
24/10/2020,MILANO,24,6,75,74,39
24/10/2020,NAPOLI,69,6,51,4,8
24/10/2020,PALERMO,22,31,63,8,35
24/10/2020,ROMA,85,90,33,67,5
24/10/2020,TORINO,25,80,75,88,18
24/10/2020,VENEZIA,65,53,45,17,75
24/10/2020,NAZIONALE,21,46,55,37,47
22/10/2020,BARI,84,83,14,11,8
22/10/2020,CAGLIARI,31,40,27,62,39
22/10/2020,FIRENZE,87,20,59,22,80
22/10/2020,GENOVA,6,64,2,26,61
22/10/2020,MILANO,77,85,58,79,87
22/10/2020,NAPOLI,10,56,18,46,44
22/10/2020,PALERMO,50,10,61,14,40
22/10/2020,ROMA,63,81,16,54,84
22/10/2020,TORINO,52,49,31,58,34
22/10/2020,VENEZIA,89,83,54,67,12
22/10/2020,NAZIONALE,16,38,48,73,11
20/10/2020,BARI,66,85,12,38,77
20/10/2020,CAGLIARI,30,13,58,43,79
20/10/2020,FIRENZE,18,67,52,42,63
20/10/2020,GENOVA,61,12,66,74,89
20/10/2020,MILANO,90,58,73,26,33
20/10/2020,NAPOLI,72,38,43,70,42
20/10/2020,PALERMO,73,22,67,24,69
20/10/2020,ROMA,39,38,42,61,4
20/10/2020,TORINO,83,12,45,61,55
20/10/2020,VENEZIA,64,83,52,28,68
20/10/2020,NAZIONALE,83,58,76,38,5
17/10/2020,BARI,89,2,13,67,57
17/10/2020,CAGLIARI,44,67,27,81,5
17/10/2020,FIRENZE,82,29,16,13,47
17/10/2020,GENOVA,28,61,15,20,90
17/10/2020,MILANO,23,28,15,71,37
17/10/2020,NAPOLI,66,39,25,81,51
17/10/2020,PALERMO,57,30,35,64,18
17/10/2020,ROMA,81,72,20,9,19
17/10/2020,TORINO,25,42,20,54,17
17/10/2020,VENEZIA,10,29,13,35,17
17/10/2020,NAZIONALE,18,57,39,52,46
